代码	名称	公告时间	类型	公告内容
835670	数字人	2025-08-22	报表披露	2025年中报归属净利润-389.7万元，同比增长36.07%，基本每股收益-0.04元
836395	朗鸿科技	2025-08-22	报表披露	2025年中报归属净利润3213万元，同比增长28.73%，基本每股收益0.21元
836547	无锡晶海	2025-08-22	报表披露	2025年中报归属净利润3730万元，同比增长34.77%，基本每股收益0.48元
836826	盖世食品	2025-08-22	报表披露	2025年中报归属净利润2035万元，同比增长4.77%，基本每股收益0.14元
836961	西磁科技	2025-08-22	报表披露	2025年中报归属净利润212.9万元，同比下降84.82%，基本每股收益0.03元
837344	三元基因	2025-08-22	报表披露	2025年中报归属净利润-646.5万元，同比下降166.89%，基本每股收益-0.05元
838030	德众汽车	2025-08-22	报表披露	2025年中报归属净利润-205.4万元，同比下降190.31%，基本每股收益-0.01元
838275	驱动力	2025-08-22	报表披露	2025年中报归属净利润161.3万元，同比下降71.24%，基本每股收益0.01元
839371	欧福蛋业	2025-08-22	报表披露	2025年中报归属净利润4116万元，同比下降3.58%，基本每股收益0.2元
839790	联迪信息	2025-08-22	报表披露	2025年中报归属净利润1012万元，同比增长3149.79%，基本每股收益0.128元
870976	视声智能	2025-08-22	报表披露	2025年中报归属净利润2693万元，同比增长13.36%，基本每股收益0.38元
871857	泓禧科技	2025-08-22	报表披露	2025年中报归属净利润315万元，同比下降74.67%，基本每股收益0.04元
872351	华光源海	2025-08-22	报表披露	2025年中报归属净利润1924万元，同比增长170.52%，基本每股收益0.22元
872953	国子软件	2025-08-22	报表披露	2025年中报归属净利润1798万元，同比增长53.73%，基本每股收益0.2元
873223	荣亿精密	2025-08-22	报表披露	2025年中报归属净利润-522.4万元，同比增长58.13%，基本每股收益-0.03元
920037	广信科技	2025-08-22	报表披露	2025年中报归属净利润9649万元，同比增长91.52%，基本每股收益1.41元
920100	三协电机	2025-08-22	业绩预告	预计2025年1-9月业绩略增，归属净利润约4128万元至4515万元，同比上升8.36%至18.51%，营业收入约3.2亿元至3.5亿元，同比上升8.44%至18.60%，扣非净利润约4084万元至4471万元，同比上升8.47%至18.75%
920111	聚星科技	2025-08-22	报表披露	2025年中报归属净利润5404万元，同比增长11.11%，基本每股收益0.35元
920682	球冠电缆	2025-08-22	报表披露	2025年中报归属净利润5281万元，同比下降9.69%，基本每股收益0.16元
920799	艾融软件	2025-08-22	报表披露	2025年中报归属净利润3785万元，同比增长81.64%，基本每股收益0.18元
600694	大商股份	2025-08-27	报表披露	于2025-08-27披露2025年中报
600724	宁波富达	2025-08-27	报表披露	于2025-08-27披露2025年中报
000001	平安银行	2025-08-23	报表披露	2025年中报归属净利润248.7亿元，同比下降3.90%，基本每股收益1.18元
000002	万  科Ａ	2025-08-23	报表披露	2025年中报归属净利润-119.5亿元，同比下降21.25%，基本每股收益-1.01元
000004	*ST国华	2025-08-23	报表披露	2025年中报归属净利润-4184万元，同比下降120.16%，基本每股收益-0.3161元
000026	飞亚达	2025-08-23	报表披露	2025年中报归属净利润8245万元，同比下降43.97%，基本每股收益0.2034元
000045	深纺织Ａ	2025-08-23	报表披露	2025年中报归属净利润3523万元，同比下降19.73%，基本每股收益0.0696元
000048	京基智农	2025-08-23	报表披露	2025年中报归属净利润2.261亿元，同比下降3.97%，基本每股收益0.4292元
000050	深天马Ａ	2025-08-23	报表披露	2025年中报归属净利润2.059亿元，同比增长142.07%，基本每股收益0.0838元
000055	方大集团	2025-08-23	报表披露	2025年中报归属净利润1729万元，同比下降85.20%，基本每股收益0.0161元
000090	天健集团	2025-08-23	报表披露	2025年中报归属净利润4142万元，同比下降83.22%，基本每股收益0.0073元
000419	通程控股	2025-08-23	报表披露	2025年中报归属净利润8328万元，同比下降26.86%，基本每股收益0.1532元
000422	湖北宜化	2025-08-23	报表披露	2025年中报归属净利润3.989亿元，同比下降43.92%，基本每股收益0.3684元
000514	渝 开 发	2025-08-23	报表披露	2025年中报归属净利润1.934亿元，同比增长687.86%，基本每股收益0.2292元
000534	万泽股份	2025-08-23	报表披露	2025年中报归属净利润1.194亿元，同比增长21.84%，基本每股收益0.2397元
000547	航天发展	2025-08-23	报表披露	2025年中报归属净利润-3.784亿元，同比下降4.05%，基本每股收益-0.24元
000548	湖南投资	2025-08-23	报表披露	2025年中报归属净利润3597万元，同比下降43.48%，基本每股收益0.07元
000582	北部湾港	2025-08-23	报表披露	2025年中报归属净利润5.309亿元，同比下降15.70%，基本每股收益0.231元
000603	盛达资源	2025-08-23	报表披露	2025年中报归属净利润7010万元，同比下降15.03%，基本每股收益0.1016元
000607	华媒控股	2025-08-23	报表披露	2025年中报归属净利润-5320万元，同比下降343.49%，基本每股收益-0.05元
000625	长安汽车	2025-08-23	报表披露	2025年中报归属净利润22.91亿元，同比下降19.09%，基本每股收益0.23元
000655	金岭矿业	2025-08-23	报表披露	2025年中报归属净利润1.503亿元，同比增长88.14%，基本每股收益0.2525元
000680	山推股份	2025-08-23	报表披露	2025年中报归属净利润5.683亿元，同比增长8.78%，基本每股收益0.3788元
000682	东方电子	2025-08-23	报表披露	2025年中报归属净利润3.024亿元，同比增长19.65%，基本每股收益0.2255元
000698	沈阳化工	2025-08-23	报表披露	2025年中报归属净利润6242万元，同比增长121.93%，基本每股收益0.076元
000701	厦门信达	2025-08-23	报表披露	2025年中报归属净利润-5596万元，同比增长27.61%，基本每股收益-0.175元
000705	浙江震元	2025-08-23	报表披露	2025年中报归属净利润5626万元，同比增长29.27%，基本每股收益0.17元
000735	罗 牛 山	2025-08-23	报表披露	2025年中报归属净利润-671.7万元，同比下降102.61%，基本每股收益-0.0058元
000753	漳州发展	2025-08-23	报表披露	2025年中报归属净利润3871万元，同比增长4.96%，基本每股收益0.0301元
000793	ST华闻	2025-08-23	报表披露	2025年中报归属净利润-7641万元，同比下降26.09%，基本每股收益-0.0383元
000799	酒鬼酒	2025-08-23	报表披露	2025年中报归属净利润895.5万元，同比下降92.60%，基本每股收益0.0276元
000800	一汽解放	2025-08-23	报表披露	2025年中报归属净利润1966万元，同比下降96.12%，基本每股收益0.004元
000810	创维数字	2025-08-23	报表披露	2025年中报归属净利润5359万元，同比下降70.53%，基本每股收益0.0469元
000813	德展健康	2025-08-23	报表披露	2025年中报归属净利润-4293万元，同比下降522.81%，基本每股收益-0.0201元
000839	国安股份	2025-08-23	报表披露	2025年中报归属净利润-3045万元，同比下降119.38%，基本每股收益-0.0078元
000906	浙商中拓	2025-08-23	报表披露	2025年中报归属净利润2.07亿元，同比下降36.99%，基本每股收益0.26元
000909	ST数源	2025-08-23	报表披露	2025年中报归属净利润-4805万元，同比下降167.54%，基本每股收益-0.1098元
000922	佳电股份	2025-08-23	报表披露	2025年中报归属净利润1.32亿元，同比下降24.50%，基本每股收益0.1996元
000959	首钢股份	2025-08-23	报表披露	2025年中报归属净利润6.571亿元，同比增长66.45%，基本每股收益0.0847元
000966	长源电力	2025-08-23	报表披露	2025年中报归属净利润9482万元，同比下降78.83%，基本每股收益0.0272元
000967	盈峰环境	2025-08-23	报表披露	2025年中报归属净利润3.825亿元，同比增长0.43%，基本每股收益0.12元
000972	*ST中基	2025-08-23	报表披露	2025年中报归属净利润-7470万元，同比下降733.00%，基本每股收益-0.0969元
000985	大庆华科	2025-08-23	报表披露	2025年中报归属净利润906.4万元，同比增长12.99%，基本每股收益0.0699元
000998	隆平高科	2025-08-23	报表披露	2025年中报归属净利润-1.639亿元，同比下降247.26%，基本每股收益-0.1198元
001205	盛航股份	2025-08-23	报表披露	2025年中报归属净利润5420万元，同比下降44.18%，基本每股收益0.2883元
001219	青岛食品	2025-08-23	报表披露	2025年中报归属净利润6473万元，同比增长7.81%，基本每股收益0.33元
001234	泰慕士	2025-08-23	报表披露	2025年中报归属净利润2971万元，同比下降43.69%，基本每股收益0.2715元
001324	长青科技	2025-08-23	报表披露	2025年中报归属净利润3680万元，同比增长4.51%，基本每股收益0.2667元
001368	通达创智	2025-08-23	报表披露	2025年中报归属净利润5521万元，同比下降11.63%，基本每股收益0.49元
002003	伟星股份	2025-08-23	报表披露	2025年中报归属净利润3.694亿元，同比下降11.19%，基本每股收益0.32元
002011	盾安环境	2025-08-23	报表披露	2025年中报归属净利润5.352亿元，同比增长12.94%，基本每股收益0.51元
002031	巨轮智能	2025-08-23	报表披露	2025年中报归属净利润-5625万元，同比下降1091.40%，基本每股收益-0.0256元
002051	中工国际	2025-08-23	报表披露	2025年中报归属净利润1.77亿元，同比下降34.86%，基本每股收益0.14元
002055	得润电子	2025-08-23	报表披露	2025年中报归属净利润5206万元，同比增长154.98%，基本每股收益0.0861元
002063	远光软件	2025-08-23	报表披露	2025年中报归属净利润7543万元，同比增长33.61%，基本每股收益0.0396元
002084	海鸥住工	2025-08-23	报表披露	2025年中报归属净利润-2605万元，同比下降331.42%，基本每股收益-0.0404元
002091	江苏国泰	2025-08-23	报表披露	2025年中报归属净利润5.447亿元，同比增长10.85%，基本每股收益0.33元
002103	广博股份	2025-08-23	报表披露	2025年中报归属净利润7613万元，同比增长4.22%，基本每股收益0.1444元
002105	信隆健康	2025-08-23	报表披露	2025年中报归属净利润-1575万元，同比下降341.23%，基本每股收益-0.043元
002129	TCL中环	2025-08-23	报表披露	2025年中报归属净利润-42.42亿元，同比下降38.48%，基本每股收益-1.062元
002139	拓邦股份	2025-08-23	报表披露	2025年中报归属净利润3.301亿元，同比下降15.11%，基本每股收益0.27元
002169	智光电气	2025-08-23	报表披露	2025年中报归属净利润-5515万元，同比增长38.88%，基本每股收益-0.0715元
002180	纳思达	2025-08-23	报表披露	2025年中报归属净利润-3.118亿元，同比下降132.02%，基本每股收益-0.2193元
002184	海得控制	2025-08-23	报表披露	2025年中报归属净利润1106万元，同比增长234.32%，基本每股收益0.0314元
002191	劲嘉股份	2025-08-23	报表披露	2025年中报归属净利润1.222亿元，同比下降32.54%，基本每股收益0.08元
002200	*ST交投	2025-08-23	报表披露	2025年中报归属净利润-6071万元，同比下降317.07%，基本每股收益-0.3297元
002202	金风科技	2025-08-23	报表披露	2025年中报归属净利润14.88亿元，同比增长7.26%，基本每股收益0.3421元
002214	*ST大立	2025-08-23	报表披露	2025年中报归属净利润-1.027亿元，同比增长47.60%，基本每股收益-0.1732元
002223	鱼跃医疗	2025-08-23	报表披露	2025年中报归属净利润12.03亿元，同比增长7.37%，基本每股收益1.205元
002240	盛新锂能	2025-08-23	报表披露	2025年中报归属净利润-8.41亿元，同比下降349.88%，基本每股收益-0.92元
002287	奇正藏药	2025-08-23	报表披露	2025年中报归属净利润3.584亿元，同比增长10.04%，基本每股收益0.6756元
002293	罗莱生活	2025-08-23	报表披露	2025年中报归属净利润1.855亿元，同比增长16.97%，基本每股收益0.2232元
002310	东方园林	2025-08-23	报表披露	2025年中报归属净利润-143.5万元，同比增长99.87%，基本每股收益-0.0003元
002347	泰尔股份	2025-08-23	报表披露	2025年中报归属净利润-1939万元，同比下降95.51%，基本每股收益-0.0384元
002408	齐翔腾达	2025-08-23	报表披露	2025年中报归属净利润2315万元，同比下降83.34%，基本每股收益0.01元
002419	天虹股份	2025-08-23	报表披露	2025年中报归属净利润1.538亿元，同比下降0.05%，基本每股收益0.1316元
002429	兆驰股份	2025-08-23	报表披露	2025年中报归属净利润6.615亿元，同比下降27.37%，基本每股收益0.15元
002431	棕榈股份	2025-08-23	报表披露	2025年中报归属净利润-2.734亿元，同比增长24.73%，基本每股收益-0.15元
002459	晶澳科技	2025-08-23	报表披露	2025年中报归属净利润-25.8亿元，同比下降195.13%，基本每股收益-0.79元
002460	赣锋锂业	2025-08-23	报表披露	2025年中报归属净利润-5.312亿元，同比增长30.13%，基本每股收益-0.27元
002480	新筑股份	2025-08-23	报表披露	2025年中报归属净利润-6771万元，同比增长62.91%，基本每股收益-0.088元
002490	山东墨龙	2025-08-23	报表披露	2025年中报归属净利润1216万元，同比下降92.85%，基本每股收益0.0152元
002492	恒基达鑫	2025-08-23	报表披露	2025年中报归属净利润4444万元，同比增长14.08%，基本每股收益0.1097元
002493	荣盛石化	2025-08-23	报表披露	2025年中报归属净利润6.021亿元，同比下降29.82%，基本每股收益0.06元
002550	千红制药	2025-08-23	报表披露	2025年中报归属净利润2.581亿元，同比增长41.17%，基本每股收益0.2065元
002552	宝鼎科技	2025-08-23	报表披露	2025年中报归属净利润2198万元，同比下降78.29%，基本每股收益0.05元
002561	徐家汇	2025-08-23	报表披露	2025年中报归属净利润466.5万元，同比增长325.65%，基本每股收益0.0112元
002564	天沃科技	2025-08-23	报表披露	2025年中报归属净利润-906.2万元，同比下降158.43%，基本每股收益-0.0106元
002566	益盛药业	2025-08-23	报表披露	2025年中报归属净利润1876万元，同比下降43.71%，基本每股收益0.0567元
002580	圣阳股份	2025-08-23	报表披露	2025年中报归属净利润1.295亿元，同比增长12.61%，基本每股收益0.29元
002630	ST华西	2025-08-23	报表披露	2025年中报归属净利润3617万元，同比下降41.76%，基本每股收益0.0306元
002635	安洁科技	2025-08-23	报表披露	2025年中报归属净利润6187万元，同比下降64.61%，基本每股收益0.09元
002651	利君股份	2025-08-23	报表披露	2025年中报归属净利润5720万元，同比下降31.72%，基本每股收益0.06元
002653	海思科	2025-08-23	报表披露	2025年中报归属净利润1.288亿元，同比下降21.79%，基本每股收益0.12元
002672	东江环保	2025-08-23	报表披露	2025年中报归属净利润-2.782亿元，同比下降8.09%，基本每股收益-0.25元
002686	亿利达	2025-08-23	报表披露	2025年中报归属净利润4003万元，同比增长18.32%，基本每股收益0.0707元
002706	良信股份	2025-08-23	报表披露	2025年中报归属净利润2.464亿元，同比增长4.11%，基本每股收益0.23元
002708	光洋股份	2025-08-23	报表披露	2025年中报归属净利润5295万元，同比增长21.86%，基本每股收益0.0951元
002779	中坚科技	2025-08-23	报表披露	2025年中报归属净利润5106万元，同比增长13.99%，基本每股收益0.2763元
002785	万里石	2025-08-23	报表披露	2025年中报归属净利润522.5万元，同比增长21.27%，基本每股收益0.0231元
002817	黄山胶囊	2025-08-23	报表披露	2025年中报归属净利润3555万元，同比增长19.78%，基本每股收益0.12元
002878	元隆雅图	2025-08-23	报表披露	2025年中报归属净利润-460.7万元，同比增长80.11%，基本每股收益-0.02元
002886	沃特股份	2025-08-23	报表披露	2025年中报归属净利润1841万元，同比增长23.94%，基本每股收益0.07元
002908	德生科技	2025-08-23	报表披露	2025年中报归属净利润887万元，同比下降36.47%，基本每股收益0.0206元
002921	联诚精密	2025-08-23	报表披露	2025年中报归属净利润-1203万元，同比增长36.03%，基本每股收益-0.0953元
002945	华林证券	2025-08-23	报表披露	2025年中报归属净利润3.363亿元，同比增长172.72%，基本每股收益0.12元
003013	地铁设计	2025-08-23	报表披露	2025年中报归属净利润2.207亿元，同比增长6.58%，基本每股收益0.54元
003041	真爱美家	2025-08-23	报表披露	2025年中报归属净利润1.969亿元，同比增长484.48%，基本每股收益1.367元
200026	飞亚达Ｂ	2025-08-23	报表披露	2025年中报归属净利润8245万元，同比下降43.97%，基本每股收益0.2034元
200045	深纺织Ｂ	2025-08-23	报表披露	2025年中报归属净利润3523万元，同比下降19.73%，基本每股收益0.0696元
200055	方大Ｂ	2025-08-23	报表披露	2025年中报归属净利润1729万元，同比下降85.20%，基本每股收益0.0161元
200625	长  安Ｂ	2025-08-23	报表披露	2025年中报归属净利润22.91亿元，同比下降19.09%，基本每股收益0.23元
300003	乐普医疗	2025-08-23	报表披露	2025年中报归属净利润6.909亿元，同比下降0.91%，基本每股收益0.3748元
300019	硅宝科技	2025-08-23	报表披露	2025年中报归属净利润1.541亿元，同比增长51.56%，基本每股收益0.3921元
300033	同花顺	2025-08-23	报表披露	2025年中报归属净利润5.019亿元，同比增长38.29%，基本每股收益0.93元
300048	合康新能	2025-08-23	报表披露	2025年中报归属净利润7118万元，同比增长732.83%，基本每股收益0.06元
300078	思创医惠	2025-08-23	报表披露	2025年中报归属净利润-5183万元，同比增长76.74%，基本每股收益-0.05元
300092	科新机电	2025-08-23	报表披露	2025年中报归属净利润5220万元，同比下降46.18%，基本每股收益0.1906元
300164	通源石油	2025-08-23	报表披露	2025年中报归属净利润3863万元，同比增长11.31%，基本每股收益0.0657元
300188	国投智能	2025-08-23	报表披露	2025年中报归属净利润-2.082亿元，同比下降63.16%，基本每股收益-0.247元
300210	森远股份	2025-08-23	报表披露	2025年中报归属净利润832.2万元，同比增长123.57%，基本每股收益0.02元
300234	开尔新材	2025-08-23	报表披露	2025年中报归属净利润1162万元，同比增长50.73%，基本每股收益0.0231元
300253	卫宁健康	2025-08-23	报表披露	2025年中报归属净利润-1.18亿元，同比下降491.04%，基本每股收益-0.0535元
300255	常山药业	2025-08-23	报表披露	2025年中报归属净利润-2909万元，同比增长37.98%，基本每股收益-0.03元
300265	通光线缆	2025-08-23	报表披露	2025年中报归属净利润1769万元，同比下降59.49%，基本每股收益0.04元
300275	梅安森	2025-08-23	报表披露	2025年中报归属净利润2873万元，同比下降10.80%，基本每股收益0.0942元
300279	和晶科技	2025-08-23	报表披露	2025年中报归属净利润4387万元，同比增长38.53%，基本每股收益0.0897元
300294	博雅生物	2025-08-23	报表披露	2025年中报归属净利润2.253亿元，同比下降28.68%，基本每股收益0.45元
300303	聚飞光电	2025-08-23	报表披露	2025年中报归属净利润1.242亿元，同比下降15.93%，基本每股收益0.09元
300315	掌趣科技	2025-08-23	报表披露	2025年中报归属净利润4779万元，同比下降65.58%，基本每股收益0.02元
300316	晶盛机电	2025-08-23	报表披露	2025年中报归属净利润6.39亿元，同比下降69.52%，基本每股收益0.49元
300317	珈伟新能	2025-08-23	报表披露	2025年中报归属净利润-1480万元，同比增长66.14%，基本每股收益-0.0178元
300322	硕贝德	2025-08-23	报表披露	2025年中报归属净利润3353万元，同比增长981.11%，基本每股收益0.07元
300327	中颖电子	2025-08-23	报表披露	2025年中报归属净利润4106万元，同比下降42.20%，基本每股收益0.1203元
300342	天银机电	2025-08-23	报表披露	2025年中报归属净利润1780万元，同比下降46.61%，基本每股收益0.0419元
300363	博腾股份	2025-08-23	报表披露	2025年中报归属净利润2706万元，同比增长115.91%，基本每股收益0.05元
300364	中文在线	2025-08-23	报表披露	2025年中报归属净利润-2.264亿元，同比下降50.84%，基本每股收益-0.3108元
300393	中来股份	2025-08-23	报表披露	2025年中报归属净利润-1.688亿元，同比增长44.83%，基本每股收益-0.15元
300412	迦南科技	2025-08-23	报表披露	2025年中报归属净利润734.9万元，同比下降38.46%，基本每股收益0.01元
300413	芒果超媒	2025-08-23	报表披露	2025年中报归属净利润7.634亿元，同比下降28.31%，基本每股收益0.41元
300418	昆仑万维	2025-08-23	报表披露	2025年中报归属净利润-8.555亿元，同比下降119.86%，基本每股收益-0.69元
300448	浩云科技	2025-08-23	报表披露	2025年中报归属净利润-1552万元，同比下降349.61%，基本每股收益-0.0232元
300455	航天智装	2025-08-23	报表披露	2025年中报归属净利润-1.543亿元，同比下降856.66%，基本每股收益-0.215元
300457	赢合科技	2025-08-23	报表披露	2025年中报归属净利润2.71亿元，同比下降19.84%，基本每股收益0.42元
300459	汤姆猫	2025-08-23	报表披露	2025年中报归属净利润-3033万元，同比下降141.34%，基本每股收益-0.01元
300499	高澜股份	2025-08-23	报表披露	2025年中报归属净利润2293万元，同比增长1438.57%，基本每股收益0.08元
300534	陇神戎发	2025-08-23	报表披露	2025年中报归属净利润2796万元，同比增长27.48%，基本每股收益0.0922元
300553	集智股份	2025-08-23	报表披露	2025年中报归属净利润2300万元，同比增长199.23%，基本每股收益0.21元
300557	理工光科	2025-08-23	报表披露	2025年中报归属净利润2350万元，同比增长23.67%，基本每股收益0.19元
300569	天能重工	2025-08-23	报表披露	2025年中报归属净利润6924万元，同比增长6.43%，基本每股收益0.068元
300584	海辰药业	2025-08-23	报表披露	2025年中报归属净利润2916万元，同比增长17.87%，基本每股收益0.243元
300595	欧普康视	2025-08-23	报表披露	2025年中报归属净利润2.5亿元，同比下降22.93%，基本每股收益0.279元
300599	雄塑科技	2025-08-23	报表披露	2025年中报归属净利润-737.4万元，同比增长79.19%，基本每股收益-0.02元
300621	维业股份	2025-08-23	报表披露	2025年中报归属净利润1043万元，同比增长5.38%，基本每股收益0.05元
300655	晶瑞电材	2025-08-23	报表披露	2025年中报归属净利润6975万元，同比增长1501.66%，基本每股收益0.0658元
300676	华大基因	2025-08-23	报表披露	2025年中报归属净利润577.8万元，同比下降68.25%，基本每股收益0.0139元
300697	电工合金	2025-08-23	报表披露	2025年中报归属净利润8233万元，同比增长23.31%，基本每股收益0.19元
300700	岱勒新材	2025-08-23	报表披露	2025年中报归属净利润-6721万元，同比下降60.46%，基本每股收益-0.17元
300702	天宇股份	2025-08-23	报表披露	2025年中报归属净利润1.495亿元，同比增长180.96%，基本每股收益0.43元
300705	九典制药	2025-08-23	报表披露	2025年中报归属净利润2.914亿元，同比增长2.57%，基本每股收益0.59元
300784	利安科技	2025-08-23	报表披露	2025年中报归属净利润3110万元，同比增长1.14%，基本每股收益0.553元
300809	华辰装备	2025-08-23	报表披露	2025年中报归属净利润3412万元，同比下降28.41%，基本每股收益0.13元
300811	铂科新材	2025-08-23	报表披露	2025年中报归属净利润1.913亿元，同比增长3.28%，基本每股收益0.6685元
300865	大宏立	2025-08-23	报表披露	2025年中报归属净利润901.9万元，同比下降18.16%，基本每股收益0.0943元
300876	蒙泰高新	2025-08-23	报表披露	2025年中报归属净利润-3380万元，同比下降94.56%，基本每股收益-0.3521元
300902	国安达	2025-08-23	报表披露	2025年中报归属净利润205.6万元，同比增长136.65%，基本每股收益0.0113元
300907	康平科技	2025-08-23	报表披露	2025年中报归属净利润4431万元，同比下降2.24%，基本每股收益0.4616元
300910	瑞丰新材	2025-08-23	报表披露	2025年中报归属净利润3.702亿元，同比增长16.08%，基本每股收益1.27元
300922	天秦装备	2025-08-23	报表披露	2025年中报归属净利润1636万元，同比增长2.78%，基本每股收益0.1元
301002	崧盛股份	2025-08-23	报表披露	2025年中报归属净利润-75.32万元，同比下降104.28%，基本每股收益-0.01元
301023	江南奕帆	2025-08-23	报表披露	2025年中报归属净利润3748万元，同比下降13.00%，基本每股收益0.48元
301068	大地海洋	2025-08-23	报表披露	2025年中报归属净利润-5828万元，同比下降270.81%，基本每股收益-0.42元
301102	兆讯传媒	2025-08-23	报表披露	2025年中报归属净利润2139万元，同比下降47.75%，基本每股收益0.0527元
301149	隆华新材	2025-08-23	报表披露	2025年中报归属净利润7610万元，同比下降15.94%，基本每股收益0.18元
301162	国能日新	2025-08-23	报表披露	2025年中报归属净利润4597万元，同比增长32.48%，基本每股收益0.38元
301227	森鹰窗业	2025-08-23	报表披露	2025年中报归属净利润-1275万元，同比下降2625.13%，基本每股收益-0.14元
301238	瑞泰新材	2025-08-23	报表披露	2025年中报归属净利润8191万元，同比下降24.19%，基本每股收益0.11元
301308	江波龙	2025-08-23	报表披露	2025年中报归属净利润1477万元，同比下降97.51%，基本每股收益0.04元
301327	华宝新能	2025-08-23	报表披露	2025年中报归属净利润1.226亿元，同比增长68.31%，基本每股收益0.71元
301328	维峰电子	2025-08-23	报表披露	2025年中报归属净利润5493万元，同比增长16.52%，基本每股收益0.5元
301338	凯格精机	2025-08-23	报表披露	2025年中报归属净利润6714万元，同比增长144.18%，基本每股收益0.63元
301500	飞南资源	2025-08-23	报表披露	2025年中报归属净利润1.593亿元，同比增长90.39%，基本每股收益0.3975元
301509	金凯生科	2025-08-23	报表披露	2025年中报归属净利润7176万元，同比增长123.61%，基本每股收益0.6元
301559	中集环科	2025-08-23	报表披露	2025年中报归属净利润6260万元，同比下降45.61%，基本每股收益0.1元
600007	中国国贸	2025-08-23	业绩快报	2025年1-6月快报披露，营业总收入18.9亿元，归属净利润6.324亿元，基本每股收益0.63元
600055	万东医疗	2025-08-23	报表披露	2025年中报归属净利润5130万元，同比下降39.46%，基本每股收益0.073元
600062	华润双鹤	2025-08-23	报表披露	2025年中报归属净利润9.755亿元，同比下降6.79%，基本每股收益0.948元
600094	大名城	2025-08-23	报表披露	2025年中报归属净利润3340万元，同比下降77.04%，基本每股收益0.01元
600118	中国卫星	2025-08-23	报表披露	2025年中报归属净利润-3049万元，同比下降458.67%，基本每股收益-0.03元
600120	浙江东方	2025-08-23	报表披露	2025年中报归属净利润4.071亿元，同比增长175.71%，基本每股收益0.12元
600126	杭钢股份	2025-08-23	报表披露	2025年中报归属净利润-1.142亿元，同比下降213.44%，基本每股收益-0.03元
600171	上海贝岭	2025-08-23	报表披露	2025年中报归属净利润1.341亿元，同比增长2.25%，基本每股收益0.19元
600189	泉阳泉	2025-08-23	报表披露	2025年中报归属净利润2347万元，同比增长13.50%，基本每股收益0.03元
600237	铜峰电子	2025-08-23	报表披露	2025年中报归属净利润5846万元，同比增长25.54%，基本每股收益0.09268元
600272	开开实业	2025-08-23	报表披露	2025年中报归属净利润1180万元，同比下降61.94%，基本每股收益0.049元
600288	大恒科技	2025-08-23	报表披露	2025年中报归属净利润-274.1万元，同比增长72.27%，基本每股收益-0.0063元
600302	标准股份	2025-08-23	报表披露	2025年中报归属净利润-852.2万元，同比增长68.82%，基本每股收益-0.0246元
600313	农发种业	2025-08-23	报表披露	2025年中报归属净利润6304万元，同比增长14.13%，基本每股收益0.06元
600336	澳柯玛	2025-08-23	报表披露	2025年中报归属净利润3785万元，同比下降24.36%，基本每股收益0.0474元
600346	恒力石化	2025-08-23	报表披露	2025年中报归属净利润30.5亿元，同比下降24.08%，基本每股收益0.43元
600352	浙江龙盛	2025-08-23	报表披露	2025年中报归属净利润9.279亿元，同比增长2.84%，基本每股收益0.2852元
600358	ST联合	2025-08-23	报表披露	2025年中报归属净利润-1612万元，同比增长6.35%，基本每股收益-0.0319元
600365	ST通葡	2025-08-23	报表披露	2025年中报归属净利润-2330万元，同比增长13.97%，基本每股收益-0.05元
600366	宁波韵升	2025-08-23	报表披露	2025年中报归属净利润1.078亿元，同比增长179.83%，基本每股收益0.1002元
600367	红星发展	2025-08-23	报表披露	2025年中报归属净利润7844万元，同比增长233.08%，基本每股收益0.23元
600380	健康元	2025-08-23	报表披露	2025年中报归属净利润7.849亿元，同比增长1.10%，基本每股收益0.43元
600426	华鲁恒升	2025-08-23	报表披露	2025年中报归属净利润15.69亿元，同比下降29.47%，基本每股收益0.739元
600433	冠豪高新	2025-08-23	报表披露	2025年中报归属净利润-5793万元，同比下降168.35%，基本每股收益-0.03元
600436	片仔癀	2025-08-23	业绩快报	2025年1-6月快报披露，营业总收入53.79亿元，归属净利润14.42亿元，基本每股收益2.39元
600438	通威股份	2025-08-23	报表披露	2025年中报归属净利润-49.55亿元，同比下降58.35%，基本每股收益-1.101元
600458	时代新材	2025-08-23	报表披露	2025年中报归属净利润3.032亿元，同比增长36.66%，基本每股收益0.37元
600460	士兰微	2025-08-23	报表披露	2025年中报归属净利润2.648亿元，同比增长1162.42%，基本每股收益0.16元
600488	津药药业	2025-08-23	报表披露	2025年中报归属净利润4930万元，同比下降65.28%，基本每股收益0.045元
600498	烽火通信	2025-08-23	报表披露	2025年中报归属净利润2.866亿元，同比增长32.02%，基本每股收益0.24元
600508	上海能源	2025-08-23	报表披露	2025年中报归属净利润2.054亿元，同比下降56.45%，基本每股收益0.28元
600512	腾达建设	2025-08-23	报表披露	2025年中报归属净利润1.081亿元，同比下降0.69%，基本每股收益0.07元
600548	深高速	2025-08-23	报表披露	2025年中报归属净利润9.599亿元，同比增长24.04%，基本每股收益0.382元
600566	济川药业	2025-08-23	报表披露	2025年中报归属净利润7.244亿元，同比下降45.87%，基本每股收益0.78元
600570	恒生电子	2025-08-23	报表披露	2025年中报归属净利润2.605亿元，同比增长771.57%，基本每股收益0.14元
600576	祥源文旅	2025-08-23	报表披露	2025年中报归属净利润9161万元，同比增长54.15%，基本每股收益0.09元
